sequence,state
28765,1
28766,1
28767,0
28768,1
28769,1
28770,1
28771,1
28772,1
28773,1
28774,1
28775,0
28776,1
28777,1
28778,1
28779,1
28780,1
28781,1
28782,1
28783,1
28784,1
28785,1
28786,1
28787,1
28788,1
28789,1
28790,0
28791,1
28792,1
28793,1
28794,1
28795,1
28796,1
28797,0
28798,1
28799,1
28800,1
28801,1
28802,1
28803,0
28804,1
28805,1
28806,1
28807,1
28808,1
28809,1
28810,1
28811,1
28812,1
28813,1
28814,1
28815,1
28816,1
28817,1
28818,1
28819,1
28820,1
28821,1
28822,1
28823,1
28824,1
28825,0
28826,1
28827,0
28828,1
28829,1
28830,1
28831,1
28832,1
28833,1
28834,1
28835,1
28836,1
28837,1
28838,1
28839,1
28840,0
28841,1
28842,1
28843,0
28844,1
28845,1
28846,1
28847,1
28848,0
28849,1
28850,1
28851,1
28852,0
28853,1
28854,1
28855,0
28856,1
28857,1
28858,1
28859,1
28860,1
28861,1
28862,0
28863,0
28864,1
28865,1
28866,1
28867,1
28868,1
28869,1
28870,1
28871,1
28872,1
28873,1
28874,1
28875,1
28876,1
28877,1
28878,0
28879,0
28880,1
28881,1
28882,1
28883,1
28884,0
28885,1
28886,1
28887,1
28888,1
28889,1
28890,1
28891,1
28892,1
28893,0
28894,0
28895,1
28896,0
28897,1
28898,1
28899,1
28900,1
28901,1
28902,0
28903,1
28904,1
28905,1
28906,1
28907,1
28908,0
28909,1
28910,1
28911,1
28912,1
28913,1
28914,1
28915,1
28916,1
28917,1
28918,1
28919,1
28920,1
28921,1
28922,1
28923,1
28924,1
28925,1
28926,1
28927,1
28928,1
28929,1
28930,1
28931,1
28932,1
28933,1
28934,1
28935,1
28936,1
28937,1
28938,1
28939,1
28940,1
28941,1
28942,1
28943,1
28944,1
28945,1
28946,0
28947,0
28948,1
28949,1
28950,1
28951,1
28952,0
28953,0
28954,0
28955,1
28956,1
28957,1
28958,1
28959,0
28960,1
28961,1
28962,1
28963,1
28964,1
28965,0
28966,1
28967,0
28968,1
28969,1
28970,0
28971,1
28972,1
28973,1
28974,1
28975,1
28976,1
28977,1
28978,1
28979,1
28980,1
28981,1
28982,1
28983,1
28984,1
28985,0
28986,1
28987,1
28988,0
28989,1
28990,1
28991,1
28992,1
28993,0
28994,1
28995,0
28996,1
28997,1
28998,1
28999,1
29000,1
29001,1
29002,0
29003,1
29004,1
29005,0
29006,1
29007,1
29008,1
29009,1
29010,1
29011,1
29012,1
29013,1
29014,0
29015,0
29016,1
29017,1
29018,1
29019,1
29020,1
29021,1
29022,1
29023,1
29024,0
29025,1
29026,1
29027,0
29028,1
29029,0
29030,1
29031,1
29032,1
29033,1
29034,1
29035,1
29036,1
29037,1
29038,1
29039,1
29040,1
29041,1
29042,0
29043,1
29044,1
29045,1
29046,1
29047,1
29048,1
29049,1
29050,1
29051,1
29052,0
29053,1
29054,1
29055,1
29056,0
29057,1
29058,1
29059,1
29060,0
29061,1
29062,1
29063,1
29064,1
29065,1
29066,0
29067,1
29068,0
29069,1
29070,1
29071,0
29072,1
29073,1
29074,1
29075,1
29076,1
29077,1
29078,1
29079,1
29080,0
29081,1
29082,1
29083,1
29084,1
29085,1
29086,1
29087,1
29088,1
29089,1
29090,1
29091,1
29092,1
29093,1
29094,1
29095,1
29096,1
29097,1
29098,1
29099,1
29100,0
29101,0
29102,1
29103,1
29104,0
29105,1
29106,1
29107,1
29108,1
29109,1
29110,1
29111,0
29112,0
29113,1
29114,1
29115,0
29116,1
29117,0
29118,1
29119,1
29120,1
29121,1
29122,1
29123,1
29124,1
29125,1
29126,1
29127,1
29128,1
29129,1
29130,1
29131,1
29132,1
29133,1
29134,1
29135,1
29136,0
29137,1
29138,1
29139,1
29140,1
29141,1
29142,1
29143,1
29144,1
29145,1
29146,1
29147,1
29148,0
29149,1
29150,1
29151,1
29152,1
29153,1
29154,1
29155,1
29156,1
29157,1
29158,1
29159,1
29160,1
29161,1
29162,1
29163,1
29164,1
29165,1
29166,1
29167,1
29168,1
29169,1
29170,1
29171,1
29172,1
29173,1
29174,1
29175,1
29176,1
29177,1
29178,1
29179,1
29180,1
29181,0
29182,1
29183,1
29184,1
29185,0
29186,1
29187,1
29188,1
29189,1
29190,1
29191,1
29192,1
29193,0
29194,1
29195,1
29196,1
29197,1
29198,1
29199,1
29200,1
29201,1
29202,1
29203,1
29204,1
29205,1
29206,1
29207,1
29208,0
29209,1
29210,1
29211,0
29212,1
29213,1
29214,1
29215,1
29216,0
29217,1
29218,1
29219,0
29220,1
29221,1
29222,0
29223,1
29224,1
29225,1
29226,0
29227,1
29228,1
29229,1
29230,1
29231,0
29232,1
29233,0
29234,1
29235,1
29236,1
29237,0
29238,1
29239,1
29240,1
29241,1
29242,1
29243,1
29244,1
29245,1
29246,1
29247,1
29248,1
29249,1
29250,1
29251,1
29252,1
29253,1
29254,1
29255,1
29256,0
29257,0
29258,1
29259,1
29260,1
29261,0
29262,1
29263,1
29264,1
29265,1
29266,1
29267,1
29268,1
29269,0
29270,0
29271,1
29272,1
29273,1
29274,0
29275,1
29276,1
29277,1
29278,1
29279,1
29280,1
29281,1
29282,1
29283,1
29284,1
29285,0
29286,1
29287,1
29288,1
29289,1
29290,1
29291,1
29292,1
29293,1
29294,1
29295,1
29296,1
29297,1
29298,1
29299,0
29300,1
29301,0
29302,0
29303,1
29304,1
29305,1
29306,1
29307,1
29308,1
29309,0
29310,1
29311,1
29312,1
29313,1
29314,1
29315,0
29316,1
29317,1
29318,1
29319,1
29320,1
29321,1
29322,1
29323,1
29324,1
29325,0
29326,0
29327,1
29328,1
29329,1
29330,1
29331,0
29332,1
29333,1
29334,1
29335,1
29336,1
29337,1
29338,0
29339,1
29340,1
29341,0
29342,1
29343,1
29344,1
29345,1
29346,0
29347,1
29348,1
29349,1
29350,1
29351,1
29352,1
29353,1
29354,0
29355,1
29356,1
29357,1
29358,0
29359,1
29360,1
29361,1
29362,1
29363,1
29364,1
29365,1
29366,0
29367,1
29368,0
29369,1
29370,1
29371,1
29372,1
29373,0
29374,0
29375,0
29376,1
29377,1
29378,1
29379,1
29380,0
29381,1
29382,1
29383,1
29384,1
29385,0
29386,1
29387,1
29388,0
29389,1
29390,1
29391,1
29392,0
29393,1
29394,1
29395,1
29396,1
29397,0
29398,1
29399,1
29400,1
29401,1
29402,1
29403,1
29404,1
29405,1
29406,0
29407,1
29408,1
29409,0
29410,1
29411,1
29412,1
29413,1
29414,0
29415,1
29416,0
29417,1
29418,1
29419,1
29420,1
29421,1
29422,0
29423,1
29424,1
29425,1
29426,1
29427,0
29428,1
29429,1
29430,0
29431,1
29432,1
29433,1
29434,1
29435,1
29436,1
29437,1
29438,1
29439,1
29440,1
29441,0
29442,0
29443,1
29444,1
29445,1
29446,1
29447,1
29448,1
29449,1
29450,1
29451,0
29452,1
29453,1
29454,1
29455,1
29456,1
29457,0
29458,1
29459,1
29460,1
29461,1
29462,1
29463,0
29464,1
29465,1
29466,1
29467,1
29468,1
29469,1
29470,1
29471,1
29472,1
29473,1
29474,1
29475,1
29476,1
29477,1
29478,1
29479,1
29480,1
29481,1
29482,1
29483,1
29484,1
29485,1
29486,1
29487,1
29488,1
29489,1
29490,0
29491,1
29492,1
29493,1
29494,1
29495,1
29496,1
29497,0
29498,0
29499,1
29500,0
29501,1
29502,1
29503,1
29504,1
29505,1
29506,0
29507,1
29508,1
29509,1
29510,1
29511,1
29512,1
29513,1
29514,1
29515,1
29516,1
29517,1
29518,1
29519,1
29520,0
29521,1
29522,1
29523,1
29524,1
29525,1
29526,1
29527,0
29528,1
29529,1
29530,1
29531,1
29532,1
29533,1
29534,1
29535,1
29536,0
29537,0
29538,1
29539,1
29540,1
29541,1
29542,1
29543,1
29544,1
29545,0
29546,1
29547,0
29548,0
29549,1
29550,0
29551,1
29552,1
29553,1
29554,1
29555,1
29556,1
29557,1
29558,0
29559,1
29560,1
29561,1
29562,1
29563,1
29564,1
29565,1
29566,1
29567,1
29568,1
29569,1
29570,1
29571,1
29572,1
29573,1
29574,1
29575,1
29576,1
29577,1
29578,1
29579,1
29580,1
29581,1
29582,1
29583,1
29584,0
29585,1
29586,1
29587,1
29588,1
29589,0
29590,1
29591,1
29592,1
29593,1
29594,1
29595,1
29596,1
29597,1
29598,1
29599,1
29600,1
29601,1
29602,1
29603,0
29604,1
29605,0
29606,1
29607,1
29608,1
29609,1
29610,1
29611,1
29612,1
29613,1
29614,1
29615,1
29616,1
29617,1
29618,1
29619,0
29620,1
29621,1
29622,0
29623,1
29624,0
29625,1
29626,1
29627,1
29628,1
29629,1
29630,1
29631,1
29632,1
29633,0
29634,0
29635,0
29636,1
29637,1
29638,1
29639,1
29640,1
29641,1
29642,1
29643,1
29644,1
29645,1
29646,1
29647,1
29648,0
29649,1
29650,0
29651,0
29652,1
29653,1
29654,0
29655,1
29656,1
29657,1
29658,1
29659,0
29660,1
29661,0
29662,1
29663,0
29664,1
29665,1
29666,1
29667,1
29668,1
29669,1
29670,1
29671,1
29672,1
29673,0
29674,1
29675,1
29676,1
29677,1
29678,1
29679,0
29680,1
29681,1
29682,1
29683,1
29684,0
29685,1
29686,0
29687,1
29688,1
29689,1
29690,0
29691,0
29692,1
29693,1
29694,1
29695,1
29696,0
29697,1
29698,1
29699,1
29700,1
29701,1
29702,1
29703,0
29704,0
29705,1
29706,1
29707,1
29708,1
29709,1
29710,1
29711,1
29712,0
29713,1
29714,0
29715,1
29716,0
29717,0
29718,1
29719,0
29720,1
29721,1
29722,0
29723,0
29724,1
29725,1
29726,1
29727,1
29728,1
29729,1
29730,1
29731,1
29732,1
29733,1
29734,0
29735,0
29736,1
29737,0
29738,1
29739,1
29740,1
29741,1
29742,1
29743,1
29744,1
29745,1
29746,1
29747,1
29748,1
29749,1
29750,0
29751,1
29752,0
29753,1
29754,1
29755,0
29756,0
29757,1
29758,1
29759,0
29760,1
29761,1
29762,1
29763,1
29764,1
29765,1
29766,1
29767,1
29768,1
29769,1
29770,1
29771,1
29772,1
29773,1
29774,1
29775,1
29776,1
29777,1
29778,1
29779,1
29780,0
29781,1
29782,1
29783,1
29784,1
29785,1
29786,1
29787,1
29788,1
29789,1
29790,1
29791,1
29792,1
29793,1
29794,1
29795,1
29796,1
29797,1
29798,1
29799,0
29800,1
29801,1
29802,1
29803,1
29804,1
29805,0
29806,0
29807,1
29808,0
29809,1
29810,1
29811,1
29812,1
29813,0
29814,1
29815,1
29816,1
29817,1
29818,1
29819,1
29820,1
29821,1
29822,1
29823,0
29824,1
29825,1
29826,1
29827,1
29828,1
29829,1
29830,1
29831,0
29832,1
29833,1
29834,1
29835,1
29836,1
29837,1
29838,1
29839,1
29840,1
29841,1
29842,1
29843,1
29844,1
29845,0
29846,1
29847,1
29848,1
29849,1
29850,1
29851,1
29852,1
29853,1
29854,1
29855,1
29856,1
29857,1
29858,1
29859,1
29860,1
29861,1
29862,1
29863,1
29864,1
29865,1
29866,1
29867,0
29868,1
29869,1
29870,1
29871,1
29872,1
29873,1
29874,1
29875,0
29876,1
29877,1
29878,1
29879,1
29880,1
29881,1
29882,1
29883,1
29884,1
29885,1
29886,0
29887,1
29888,1
29889,1
29890,1
29891,1
29892,1
29893,1
29894,1
29895,1
29896,1
29897,1
29898,1
29899,1
29900,1
29901,1
29902,1
29903,1
29904,1
29905,1
29906,1
29907,1
29908,0
29909,1
29910,0
29911,1
29912,1
29913,1
29914,1
29915,1
29916,1
29917,1
29918,1
29919,1
29920,1
29921,1
29922,1
29923,1
29924,1
29925,1
29926,1
29927,1
29928,1
29929,1
29930,1
29931,0
29932,1
29933,1
29934,1
29935,1
29936,1
29937,1
29938,1
29939,1
29940,1
29941,1
29942,1
29943,1
29944,0
29945,1
29946,0
29947,1
29948,0
29949,1
29950,1
29951,1
29952,1
29953,1
29954,1
29955,1
29956,0
29957,1
29958,1
29959,1
29960,1
29961,1
29962,1
29963,1
29964,1
29965,1
29966,1
29967,0
29968,1
29969,0
29970,0
29971,1
29972,1
29973,1
29974,0
29975,1
29976,1
29977,1
29978,1
29979,1
29980,1
29981,1
29982,1
29983,1
29984,1
29985,0
29986,1
29987,1
29988,1
29989,1
29990,1
29991,1
29992,1
29993,1
29994,1
29995,1
29996,1
29997,1
29998,1
29999,1
30000,1
30001,1
30002,1
30003,1
30004,1
30005,1
30006,1
30007,1
30008,1
30009,1
30010,1
30011,1
30012,1
30013,1
30014,1
30015,1
30016,1
30017,1
30018,1
30019,1
30020,1
30021,1
30022,1
30023,1
30024,0
30025,1
30026,1
30027,1
30028,1
30029,1
30030,1
30031,1
30032,0
30033,1
30034,1
30035,1
30036,1
30037,1
30038,1
30039,1
30040,1
30041,1
30042,1
30043,1
30044,1
30045,1
30046,1
30047,0
30048,1
30049,0
30050,1
30051,1
30052,1
30053,0
30054,1
30055,1
30056,1
30057,1
30058,1
30059,0
30060,1
30061,1
30062,1
30063,1
30064,1
30065,1
30066,1
30067,1
30068,1
30069,1
30070,1
30071,0
30072,0
30073,1
30074,1
30075,1
30076,1
30077,0
30078,1
30079,1
30080,1
30081,1
30082,1
30083,1
30084,1
30085,1
30086,1
30087,1
30088,1
30089,1
30090,1
30091,1
30092,1
30093,1
30094,1
30095,1
30096,1
30097,1
30098,1
30099,1
30100,1
30101,1
30102,0
30103,1
30104,1
30105,1
30106,1
30107,1
30108,1
30109,1
30110,1
30111,1
30112,1
30113,0
30114,0
30115,1
30116,1
30117,1
30118,1
30119,1
30120,1
30121,1
30122,1
30123,1
30124,1
30125,1
30126,1
30127,1
30128,1
30129,1
30130,1
30131,1
30132,1
30133,1
30134,1
30135,1
30136,1
30137,1
30138,1
30139,0
30140,1
30141,1
30142,1
30143,1
30144,1
30145,1
30146,1
30147,1
30148,1
30149,1
30150,1
30151,1
30152,1
30153,1
30154,1
30155,1
30156,0
30157,1
30158,1
30159,1
30160,1
30161,1
30162,1
30163,1
30164,1
30165,0
30166,1
30167,1
30168,1
30169,1
30170,1
30171,1
30172,1
30173,1
30174,1
30175,0
30176,1
30177,1
30178,1
30179,1
30180,1
30181,1
30182,1
30183,1
30184,1
30185,1
30186,1
30187,1
30188,1
30189,1
30190,1
30191,1
30192,1
30193,1
30194,1
30195,1
30196,1
30197,0
30198,1
30199,1
30200,1
30201,1
30202,1
30203,1
30204,1
30205,0
30206,1
30207,1
30208,1
30209,1
30210,1
30211,1
30212,1
30213,1
30214,1
30215,1
30216,1
30217,1
30218,1
30219,1
30220,0
30221,1
30222,0
30223,1
30224,0
30225,1
30226,1
30227,1
30228,1
30229,1
30230,0
30231,1
30232,1
30233,1
30234,0
30235,1
30236,1
30237,1
30238,1
30239,1
30240,1
30241,1
30242,1
30243,1
30244,1
30245,1
30246,1
30247,0
30248,1
30249,1
30250,1
30251,1
30252,1
30253,0
30254,0
30255,1
30256,1
30257,1
30258,1
30259,1
30260,1
30261,1
30262,1
30263,1
30264,1
30265,1
30266,1
30267,1
30268,1
30269,1
30270,1
30271,1
30272,1
30273,1
30274,1
30275,1
30276,1
30277,1
30278,1
30279,1
30280,1
30281,1
30282,1
30283,1
30284,0
30285,1
30286,1
30287,1
30288,1
30289,1
30290,1
30291,0
30292,1
30293,1
30294,1
30295,1
30296,1
30297,1
30298,1
30299,1
30300,1
30301,1
30302,0
30303,1
30304,0
30305,1
30306,1
30307,1
30308,0
30309,1
30310,1
30311,1
30312,1
30313,1
30314,1
30315,1
30316,1
30317,1
30318,1
30319,1
30320,1
30321,1
30322,0
30323,1
30324,1
30325,0
30326,0
30327,1
30328,1
30329,0
30330,1
30331,1
30332,1
30333,1
30334,1
30335,0
30336,1
30337,1
30338,1
30339,1
30340,1
30341,0
30342,1
30343,1
30344,1
30345,0
30346,1
30347,1
30348,1
30349,1
30350,0
30351,1
30352,1
30353,1
30354,1
30355,1
30356,0
30357,1
30358,1
30359,1
30360,1
30361,1
30362,1
30363,1
30364,0
30365,0
30366,1
30367,1
30368,1
30369,1
30370,1
30371,0
30372,1
30373,1
30374,1
30375,1
30376,1
30377,1
30378,1
30379,1
30380,1
30381,1
30382,1
30383,1
30384,1
30385,1
30386,1
30387,1
30388,1
30389,1
30390,0
30391,1
30392,1
30393,1
30394,1
30395,1
30396,1
30397,0
30398,1
30399,1
30400,1
30401,1
30402,1
30403,1
30404,1
30405,1
30406,0
30407,1
30408,1
30409,1
30410,0
30411,1
30412,1
30413,1
30414,1
30415,0
30416,1
30417,1
30418,1
30419,1
30420,1
30421,1
30422,1
30423,1
30424,1
30425,1
30426,1
30427,1
30428,1
30429,1
30430,1
30431,1
30432,1
30433,1
30434,1
30435,1
30436,0
30437,1
30438,1
30439,1
30440,1
30441,1
30442,1
30443,1
30444,1
30445,1
30446,1
30447,1
30448,0
30449,1
30450,1
30451,1
30452,1
30453,1
30454,0
30455,1
30456,1
30457,0
30458,1
30459,1
30460,1
30461,0
30462,1
30463,1
30464,1
30465,1
30466,1
30467,1
30468,1
30469,1
30470,1
30471,0
30472,1
30473,0
30474,1
30475,1
30476,1
30477,1
30478,1
30479,1
30480,1
30481,1
30482,1
30483,1
30484,1
30485,0
30486,1
30487,1
30488,1
30489,0
30490,1
30491,1
30492,1
30493,1
30494,1
30495,1
30496,1
30497,1
30498,1
30499,1
30500,1
30501,1
30502,1
30503,1
30504,1
30505,1
30506,1
30507,1
30508,1
30509,1
30510,1
30511,1
30512,1
30513,1
30514,1
30515,1
30516,1
30517,1
30518,1
30519,1
30520,1
30521,0
30522,1
30523,1
30524,1
30525,1
30526,1
30527,0
30528,1
30529,1
30530,1
30531,1
30532,1
30533,0
30534,0
30535,1
30536,0
30537,1
30538,1
30539,0
30540,1
30541,1
30542,1
30543,1
30544,1
30545,1
30546,1
30547,1
30548,0
30549,1
30550,0
30551,1
30552,1
30553,1
30554,1
30555,1
30556,0
30557,0
30558,1
30559,1
30560,0
30561,1
30562,1
30563,0
30564,1
30565,1
30566,1
30567,1
30568,1
30569,1
30570,0
30571,0
30572,0
30573,0
30574,1
30575,1
30576,0
30577,0
30578,1
30579,1
30580,1
30581,1
30582,1
30583,1
30584,1
30585,0
30586,1
30587,0
30588,0
30589,1
30590,1
30591,0
30592,1
30593,0
30594,1
30595,1
30596,1
30597,1
30598,1
30599,0
30600,0
30601,1
30602,1
30603,1
30604,1
30605,1
30606,1
30607,1
30608,1
30609,1
30610,1
30611,1
30612,0
30613,1
30614,1
30615,1
30616,1
30617,0
30618,1
30619,1
30620,0
30621,1
30622,1
30623,1
30624,1
30625,0
30626,1
30627,0
30628,1
30629,1
30630,1
30631,1
30632,1
30633,1
30634,0
30635,1
30636,1
30637,1
30638,1
30639,0
30640,1
30641,1
30642,1
30643,1
30644,0
30645,1
30646,0
30647,1
30648,1
30649,1
30650,0
30651,1
30652,1
30653,1
30654,0
30655,1
30656,1
30657,1
30658,1
30659,1
30660,1
30661,1
30662,1
30663,1
30664,1
30665,0
30666,1
30667,0
30668,0
30669,1
30670,1
30671,1
30672,0
30673,0
30674,1
30675,1
30676,1
30677,1
30678,0
30679,1
30680,1
30681,1
30682,1
30683,1
30684,1
30685,1
30686,1
30687,1
30688,1
30689,1
30690,1
30691,0
30692,1
30693,1
30694,1
30695,1
30696,0
30697,1
30698,0
30699,1
30700,0
30701,0
30702,1
30703,1
30704,1
30705,1
30706,0
30707,0
30708,1
30709,1
30710,1
30711,1
30712,1
30713,1
30714,0
30715,1
30716,1
30717,1
30718,1
30719,1
30720,1
30721,1
30722,0
30723,1
30724,1
30725,1
30726,1
30727,1
30728,0
30729,1
30730,1
30731,1
30732,0
30733,1
30734,1
30735,1
30736,1
30737,1
30738,1
30739,0
30740,0
30741,1
30742,1
30743,0
30744,0
30745,1
30746,1
30747,1
30748,1
30749,1
30750,1
30751,0
30752,1
30753,1
30754,1
30755,0
30756,1
30757,1
30758,1
30759,1
30760,1
30761,1
30762,1
30763,1
30764,1
30765,1
30766,1
30767,1
30768,1
30769,1
30770,1
30771,1
30772,1
30773,1
30774,1
30775,1
30776,1
30777,1
30778,1
30779,1
30780,1
30781,1
30782,1
30783,1
30784,1
30785,1
30786,1
30787,1
30788,1
30789,1
30790,0
30791,1
30792,0
30793,1
30794,0
30795,1
30796,1
30797,1
30798,1
30799,1
30800,1
30801,1
30802,1
30803,0
30804,1
30805,1
30806,1
30807,1
30808,1
30809,1
30810,1
30811,0
30812,1
30813,1
30814,1
30815,1
30816,1
30817,1
30818,1
30819,1
30820,1
30821,1
30822,1
30823,1
30824,1
30825,1
30826,1
30827,1
30828,0
30829,1
30830,1
30831,1
30832,1
30833,1
30834,0
30835,1
30836,0
30837,1
30838,0
30839,1
30840,1
30841,1
30842,1
30843,1
30844,1
30845,0
30846,1
30847,0
30848,0
30849,1
30850,1
30851,1
30852,1
30853,1
30854,1
30855,1
30856,1
30857,1
30858,1
30859,1
30860,1
30861,1
30862,1
30863,1
30864,1
30865,1
30866,1
30867,1
30868,1
30869,1
30870,1
30871,1
30872,1
30873,1
30874,1
30875,1
30876,1
30877,1
30878,1
30879,1
30880,1
30881,0
30882,1
30883,1
30884,0
30885,1
30886,0
30887,1
30888,1
30889,1
30890,1
30891,1
30892,1
30893,1
30894,1
30895,1
30896,1
30897,1
30898,1
30899,0
30900,1
30901,1
30902,1
30903,1
30904,1
30905,1
30906,1
30907,1
30908,1
30909,1
30910,1
30911,0
30912,1
30913,1
30914,1
30915,1
30916,1
30917,1
30918,1
30919,1
30920,1
30921,1
30922,0
30923,1
30924,1
30925,1
30926,1
30927,1
30928,0
30929,1
30930,1
30931,1
30932,1
30933,1
30934,1
30935,1
30936,1
30937,1
30938,1
30939,1
30940,0
30941,1
30942,0
30943,1
30944,0
30945,1
30946,1
30947,1
30948,1
30949,1
30950,1
30951,1
30952,1
30953,1
30954,0
30955,1
30956,1
30957,1
30958,1
30959,1
30960,0
30961,1
30962,0
30963,1
30964,1
30965,1
30966,0
30967,1
30968,1
30969,1
30970,1
30971,1
30972,1
30973,1
30974,1
30975,1
30976,1
30977,1
30978,1
30979,1
30980,1
30981,1
30982,1
30983,1
30984,1
30985,0
30986,1
30987,0
30988,1
30989,1
30990,1
30991,1
30992,1
30993,1
30994,1
30995,0
30996,1
30997,1
30998,1
30999,1
31000,1
31001,1
31002,0
31003,1
31004,0
31005,1
31006,1
31007,1
31008,1
31009,1
31010,1
31011,1
31012,1
31013,1
31014,1
31015,1
31016,1
31017,0
31018,1
31019,1
31020,1
31021,1
31022,0
31023,1
31024,1
31025,1
31026,1
31027,1
31028,0
31029,0
31030,1
31031,1
31032,1
31033,1
31034,0
31035,1
31036,1
31037,0
31038,1
31039,0
31040,1
31041,1
31042,1
31043,0
31044,1
31045,1
31046,0
31047,0
31048,1
31049,1
31050,1
31051,1
31052,1
31053,0
31054,1
31055,1
31056,1
31057,1
31058,0
31059,1
31060,1
31061,1
31062,1
31063,0
31064,1
31065,1
31066,1
31067,0
31068,1
31069,1
31070,1
31071,1
31072,1
31073,1
31074,1
31075,1
31076,1
31077,1
31078,1
31079,1
31080,1
31081,1
31082,0
31083,1
31084,1
31085,1
31086,1
31087,1
31088,1
31089,0
31090,1
31091,1
31092,1
31093,1
31094,1
31095,1
31096,1
31097,0
31098,1
31099,1
31100,1
31101,1
31102,1
31103,1
31104,1
31105,1
31106,0
31107,1
31108,1
31109,1
31110,1
31111,0
31112,1
31113,1
31114,1
31115,0
31116,1
31117,1
31118,1
31119,0
31120,1
31121,1
31122,1
31123,1
31124,1
31125,0
31126,1
31127,1
31128,1
31129,1
31130,1
31131,0
31132,1
31133,1
31134,1
31135,0
31136,0
31137,1
31138,1
31139,1
31140,1
31141,1
31142,1
31143,1
31144,1
31145,1
31146,1
31147,1
31148,1
31149,1
31150,1
31151,1
31152,1
31153,0
31154,1
31155,0
31156,1
31157,1
31158,1
31159,1
31160,1
31161,1
31162,1
31163,1
31164,1
31165,1
31166,1
31167,1
31168,1
31169,1
31170,1
31171,1
31172,1
31173,1
31174,1
31175,1
31176,1
31177,1
31178,1
31179,1
31180,1
31181,1
31182,1
31183,1
31184,1
31185,0
31186,1
31187,1
31188,1
31189,1
31190,1
31191,1
31192,1
31193,1
31194,1
31195,1
31196,0
31197,1
31198,1
31199,1
31200,1
31201,0
31202,1
31203,1
31204,1
31205,0
31206,1
31207,1
31208,0
31209,1
31210,1
31211,1
31212,1
31213,1
31214,1
31215,1
31216,1
31217,1
31218,1
31219,1
31220,1
31221,1
31222,1
31223,1
31224,1
31225,1
31226,0
31227,1
31228,1
31229,1
31230,1
31231,0
31232,1
31233,1
31234,1
31235,1
31236,1
31237,1
31238,1
31239,0
31240,1
31241,1
31242,1
31243,1
31244,1
31245,1
31246,0
31247,1
31248,1
31249,0
31250,1
31251,1
31252,1
31253,1
31254,1
31255,1
31256,1
31257,1
31258,1
31259,1
31260,1
31261,0
31262,1
31263,1
31264,0
31265,0
31266,0
31267,1
31268,1
31269,1
31270,1
31271,1
31272,1
31273,0
31274,1
31275,1
31276,0
31277,1
31278,0
31279,0
31280,1
31281,1
31282,1
31283,1
31284,1
31285,1
31286,0
31287,1
31288,1
31289,1
31290,1
31291,1
31292,1
31293,0
31294,0
31295,1
31296,1
31297,1
31298,1
31299,1
31300,1
31301,1
31302,1
31303,0
31304,1
31305,0
31306,1
31307,1
31308,1
31309,1
31310,1
31311,1
31312,1
31313,1
31314,1
31315,1
31316,1
31317,1
31318,0
31319,0
31320,1
31321,1
31322,1
31323,1
31324,1
31325,0
31326,0
31327,1
31328,0
31329,1
31330,1
31331,1
31332,1
31333,1
31334,1
31335,1
31336,1
31337,1
31338,1
31339,0
31340,1
31341,1
31342,1
31343,0
31344,1
31345,1
31346,1
31347,1
31348,1
31349,1
31350,0
31351,1
31352,1
31353,1
31354,1
31355,0
31356,1
31357,1
31358,1
31359,1
31360,1
31361,0
31362,0
31363,1
31364,1
31365,1
31366,1
31367,1
31368,0
31369,1
31370,1
31371,1
31372,1
31373,1
31374,1
31375,1
31376,1
31377,1
31378,1
31379,1
31380,0
31381,1
31382,1
31383,1
31384,1
31385,0
31386,0
31387,1
31388,1
31389,1
31390,1
31391,1
31392,1
31393,0
31394,1
31395,1
31396,1
31397,1
31398,1
31399,1
31400,1
31401,1
31402,1
31403,1
31404,1
31405,0
31406,0
31407,1
31408,1
31409,1
31410,1
31411,1
31412,0
31413,1
31414,0
31415,1
31416,0
31417,1
31418,0
31419,1
31420,1
31421,1
31422,1
31423,1
31424,1
31425,1
31426,0
31427,1
31428,1
31429,1
31430,1
31431,1
31432,1
31433,1
31434,0
31435,1
31436,1
31437,1
31438,1
31439,1
31440,1
31441,1
31442,1
31443,1
31444,0
31445,0
31446,0
31447,1
31448,1
31449,1
31450,1
31451,1
31452,1
31453,0
31454,1
31455,1
31456,1
31457,1
31458,1
31459,1
31460,0
31461,1
31462,1
31463,1
31464,1
31465,0
31466,1
31467,0
31468,1
31469,0
31470,1
31471,0
31472,1
31473,1
31474,1
31475,1
31476,1
31477,1
31478,1
31479,1
31480,1
31481,1
31482,1
31483,1
31484,1
31485,1
31486,1
31487,1
31488,1
31489,1
31490,1
31491,1
31492,1
31493,1
31494,1
31495,1
31496,1
31497,1
31498,0
31499,1
31500,1
31501,0
31502,0
31503,1
31504,1
31505,1
31506,0
31507,1
31508,1
31509,1
31510,1
31511,1
31512,1
31513,1
31514,1
31515,0
31516,1
31517,1
31518,1
31519,1
31520,1
31521,0
31522,0
31523,1
31524,1
31525,1
31526,0
31527,1
31528,0
31529,1
31530,0
31531,1
31532,0
31533,1
31534,1
31535,1
31536,1
31537,1
31538,1
31539,1
31540,1
31541,0
31542,1
31543,1
31544,1
31545,0
31546,1
31547,1
31548,1
31549,1
31550,1
31551,1
31552,1
31553,0
31554,1
31555,1
31556,1
31557,1
31558,1
31559,1
31560,0
31561,1
31562,1
